x1,x2,x3,x4,x5,categoria
7.0943,-4.2503,-8.4596,1.6470,-5.6942,A
-9.0641,-0.7341,4.2043,-9.1025,-6.0532,A
7.8405,9.4681,-6.7023,-4.9829,-7.2329,B
-4.2611,-2.8165,5.7783,0.9311,5.6310,A
-6.3473,9.4655,1.4126,-9.2247,-6.3442,B
-7.1604,-2.9405,-4.8458,-9.4586,-8.2257,A
1.7348,-7.9398,-5.0418,3.2794,-8.6794,A
8.0747,9.8269,0.8684,6.5907,5.1387,B
-7.5257,2.0385,3.7130,1.0304,-0.1239,A
-8.0860,-6.3747,6.6964,0.5926,-2.7299,A
-4.1261,0.9776,4.6610,-8.7184,5.3787,B
3.9930,-8.1495,1.0572,-7.4703,3.0131,B
4.6442,-7.5463,2.3248,-6.4340,3.4819,B
9.3770,-6.0961,-1.0805,0.0247,-5.9228,A
7.8366,-8.1709,-9.7265,7.4657,0.3847,A
-8.8589,-5.2933,-9.2550,0.9289,2.7277,A
-6.5567,0.5608,-6.9155,-1.5794,-0.5092,A
8.4318,-7.4918,-6.2852,-8.9328,-5.2817,B
5.1197,-2.6479,-3.6398,3.8031,4.0801,B
5.7740,0.3607,7.3172,1.8359,3.4237,B
9.7715,-9.5553,3.1103,0.6960,-6.8974,A
-7.2393,-4.2768,9.9854,-3.9849,-0.2135,A
7.1591,-7.9372,-9.8628,-8.2429,1.6241,B
1.1879,4.2056,-3.4999,8.6170,2.7764,A
2.0230,-3.5993,2.0220,-2.3052,-4.4588,A
7.8677,9.4289,2.7302,-8.9785,-5.1163,B
-7.3202,7.2412,-2.0449,-5.7619,-0.8853,B
1.2537,-4.3091,6.5788,0.9400,-6.2499,A
9.0019,4.1002,8.0954,-1.7260,1.8970,B
-1.1541,-9.6737,-3.2480,-2.6424,-0.8215,A
1.0579,8.2954,4.9899,7.4314,-3.3007,A
0.7335,-0.3666,-0.4396,2.6815,-3.7539,A
-5.9278,-7.0837,-9.3062,1.9004,1.2634,A
2.6835,2.3626,3.9595,2.3788,-6.3005,A
-7.5690,2.7762,1.5939,3.7179,-5.0174,A
-5.0938,6.9304,-8.7663,0.0540,3.4874,A
-0.4520,6.8545,6.6055,-1.8873,7.1020,B
-2.0421,3.4954,3.9812,-0.5040,4.0343,B
7.5510,4.2157,9.7092,-7.9411,5.2711,B
5.5857,0.7177,-4.1384,5.1645,-1.6229,A
-7.3002,-6.4517,-2.4421,-7.6472,9.3761,B
-0.1325,9.3975,4.4754,3.7614,-0.2271,B
9.5551,-8.7360,-1.3355,2.1448,-8.0451,A
6.6179,-7.2327,8.0207,5.7625,-4.8889,A
7.0905,5.2972,-1.1232,-8.1960,-3.4951,B
1.4691,-8.7955,-2.0057,-1.8722,3.4729,A
-9.2302,8.8209,5.0407,-3.0567,-7.0058,A
4.5831,-8.7821,2.5082,-4.5529,-1.7725,B
-4.5571,-8.5469,8.6922,-4.4225,-4.4183,A
-7.8594,8.0611,-3.4123,0.8070,-7.4145,A
-9.6413,-1.7001,-2.0336,9.5965,-3.5804,A
6.5607,4.2675,2.1531,-9.3102,-3.4342,B
-9.6169,3.9472,-0.2469,1.7378,8.2146,A
-6.4572,-8.3507,2.4175,4.1129,9.2127,A
7.0962,-9.0081,5.1209,-4.3297,-7.0865,B
-1.0674,-0.8624,7.0484,6.7580,-2.4140,A
-6.5460,-8.2831,-5.6929,7.5975,2.9985,A
3.9006,-9.3941,-7.9888,-8.7895,6.9495,B
5.5145,-5.4749,-9.4443,6.7845,5.6786,A
-1.2079,6.2020,1.4886,-8.8637,3.8323,B
3.2440,-3.0542,3.7570,-6.5588,-7.4255,B
-4.0954,7.6493,2.4687,5.4155,7.5660,B
9.4769,8.4524,-4.0337,-9.6358,-6.5396,B
-4.5482,2.9319,-7.5634,-5.4401,5.3002,B
-6.0414,-3.6580,0.2815,-6.6403,2.6720,B
6.9585,0.2775,2.1366,4.8482,3.3231,B
-8.3330,7.1365,-6.8297,3.8864,9.0839,A
-0.9906,-6.8402,9.8009,8.1376,-5.7776,A
-6.1449,-8.9784,9.4829,-4.7510,3.7768,A
-9.6897,9.1165,-2.5686,-2.1065,4.9076,B
8.2981,6.2348,-7.8883,-8.1190,5.6800,B
2.5034,5.0354,-7.7791,-5.4186,6.9869,B
9.2787,7.8034,5.2698,-5.7449,-8.1861,B
-4.8437,-2.8015,-1.7331,-2.8574,-6.3032,A
5.2722,-0.2989,5.5464,3.4398,0.6762,B
-1.6756,8.5143,-1.8444,2.0022,4.3816,B
-6.4327,-7.7487,-2.6524,9.4183,-0.8569,A
-9.6362,0.5348,-4.5643,4.4542,4.8376,A
4.5818,5.7371,7.5167,-2.6340,6.4907,B
-1.8394,8.2797,9.6772,-1.7076,7.0243,B
7.3816,6.6386,8.3373,-8.1415,9.1264,B
-3.7511,-6.7042,-3.8647,-0.2314,-8.1088,A
1.5694,-4.2065,4.4391,2.7666,-9.1211,A
7.7525,4.0579,-8.9017,2.1348,1.9696,B
-7.4339,3.8063,-0.6072,-1.4855,-6.3657,A
-7.7632,-0.4816,4.8588,7.1843,-0.5249,A
-1.6657,-5.9552,1.5088,0.8576,8.1623,B
-6.8409,4.7671,8.3289,4.0693,1.1495,A
-4.3952,9.9191,-8.1592,-0.8389,-0.2719,A
-6.4063,2.5496,2.0602,-7.6799,-3.1105,B
-5.0108,-1.6725,0.6216,9.5768,-0.3635,A
9.9347,6.0439,7.3643,6.4841,3.3119,B
9.1737,-2.1268,-1.9387,7.1677,-9.3050,A
-1.8012,6.8669,-2.7498,-9.7700,-0.5385,B
3.9425,1.2589,8.8238,-9.1696,-1.1739,B
2.3007,-8.0614,5.4091,0.1228,-0.7977,A
-6.1380,8.2410,3.5917,-6.1786,2.4217,B
7.5934,2.3989,-5.5618,8.3182,-2.4375,A
-6.8155,2.2590,6.6046,-5.9146,-9.6705,A
7.0728,-6.8964,1.1484,-9.9556,-6.6074,B
-3.0777,9.2312,-1.4834,6.3144,6.4866,A
1.9290,8.9034,8.9642,-9.2045,-0.3595,B
4.1239,2.8762,-2.4478,-6.6326,7.5832,B
-7.1359,2.5746,-7.2366,5.2328,9.9636,A
6.5544,-7.2554,8.0393,-6.8308,9.3914,B
-8.4690,-4.2810,-9.8221,-1.7299,4.0381,A
1.9144,6.7794,9.1224,-0.7563,-4.0632,B
-2.9607,2.3362,-4.4099,-3.5721,1.4889,B
6.8656,-4.6609,5.2159,-6.5627,-5.6936,B
6.2543,-6.6997,8.9949,5.1765,-0.8240,A
4.8857,-2.0150,-2.4579,-8.9136,-5.3794,B
9.3203,3.9701,-7.3010,0.9167,-4.4894,B
-5.1930,-4.0389,-5.8141,0.9338,0.2576,A
6.4282,6.3001,-4.4235,-0.1543,4.0299,B
4.3055,7.2310,-3.9343,8.7346,-2.3610,A
0.6427,-8.7827,4.2052,2.9687,-8.1622,A
8.2127,2.4126,4.3911,9.5920,6.8701,B
5.4167,-9.8414,-1.1671,-0.8693,-9.7758,A
-6.2027,3.1592,-9.1344,4.9388,-1.0465,A
-5.9555,-0.4738,3.2821,8.7067,4.8693,A
-0.1671,1.4112,-5.8756,-0.1361,-4.0576,A
-4.9116,-7.0901,5.7759,8.9041,-2.2616,A
4.4793,8.6490,5.8822,0.6572,4.7061,B
-5.2495,-3.0180,6.6349,7.8443,-8.1368,A
4.8662,6.0111,-7.0804,7.5616,5.6932,B
3.2954,3.7966,9.7039,0.6867,1.6289,B
-9.6513,5.4248,6.4604,-5.8572,5.3517,B
0.9387,-0.5628,-1.8868,-9.4057,-0.0883,B
3.0233,8.4621,-2.8422,0.4259,-3.7544,B
-2.8281,-1.8422,2.8908,4.3039,-6.7348,A
-0.5106,-0.7822,-0.4769,-7.0968,3.6984,B
3.7224,9.1039,9.6508,-5.2342,-6.7027,B
-7.5098,-2.1748,9.8696,-4.5554,3.0104,B
2.2396,-8.2481,-9.6478,2.6555,-4.5904,A
-9.8077,-7.8039,-2.9703,2.2994,-9.5779,A
-0.6198,-8.6891,4.7554,-6.8947,8.6057,B
4.6295,9.0246,-2.8324,4.7711,4.6148,B
0.2333,-4.5581,-3.1383,0.6509,4.3466,A
5.2413,-0.0441,-6.2677,5.1298,-6.8483,A
2.5064,9.6092,4.7701,5.1544,8.3556,B
7.2892,1.6613,4.1992,6.0470,-3.1840,A
5.9982,-2.5029,-1.9449,-3.3193,-2.4691,B
-6.5778,9.4622,5.5609,3.2589,7.4034,B
3.1241,9.2659,9.5259,-6.4177,-2.6908,B
7.5265,-9.1722,7.6194,-2.9465,1.7951,B
1.1651,4.8757,-9.2544,-3.4991,7.3392,B
-5.9868,3.8060,6.2675,-4.1494,9.2651,B
-8.0211,-3.8579,3.3129,1.8812,-6.9379,A
6.5882,5.8239,1.6284,0.5797,2.9017,B
-7.3029,-0.3302,8.3608,-0.4218,4.4965,A
-1.2884,-9.4537,-0.9726,4.3826,-3.1462,A
-1.7427,4.5151,-7.4629,5.7204,4.1646,A
6.2480,-8.1913,-3.9276,4.2432,-4.0985,A
-9.5747,-3.6222,1.7854,1.5191,9.4910,A
0.0994,4.5197,6.8501,-3.5031,0.2978,B
-8.8400,4.3870,4.7801,0.9701,2.1108,A
4.3863,8.6140,-1.4397,9.2554,0.6270,A
-1.2559,-1.4914,2.8927,8.4912,8.1699,A
3.8483,-7.5158,5.6914,4.8034,6.0123,A
0.2324,1.3462,5.5386,2.7762,5.7754,B
-9.4623,-0.5781,3.5035,3.5614,3.5698,A
7.5210,-2.5192,9.0915,6.8133,2.1107,B
1.1741,2.6601,7.4977,-0.6472,-3.8966,B
3.1633,9.6771,-1.0678,-0.1584,6.1870,B
-3.5413,-2.8242,-1.9151,-1.7140,-5.1334,A
-1.6286,7.4994,1.6150,0.5123,-4.9259,A
0.0518,-8.8599,-1.2701,-3.2140,9.1467,B
5.1519,-9.6075,5.2201,5.9248,9.1242,B
0.0032,6.0034,-6.0254,1.5159,-6.6082,A
-2.3998,-4.7046,6.9689,-5.6171,7.9460,B
4.0846,-4.7706,-2.4060,2.8994,-0.2189,A
-2.7220,-9.8344,5.6267,3.1512,-2.7689,A
7.4826,4.2364,-1.0386,-1.7354,-8.1868,B
5.2154,-7.7173,-7.2403,-2.3594,5.8080,B
9.8493,7.9617,3.1813,8.8839,6.5746,B
-0.7727,-4.3271,1.4635,0.5458,-9.1337,A
-7.6856,-7.5729,0.9100,6.5015,-5.9146,A
8.9797,4.3632,-8.2751,-0.6427,0.6381,B
-3.9914,7.0831,-9.6033,-1.9253,5.1810,B
-4.9878,-7.5737,0.4483,-8.7506,6.5272,B
0.6610,6.6196,-2.6781,-4.5159,9.8998,B
7.4826,0.6219,5.3696,7.6818,2.3103,B
-6.5191,-8.1122,4.8631,-5.5428,7.6614,B
-5.0263,1.4174,4.5443,-0.7400,-1.3765,A
5.0516,8.6626,-3.4095,6.6447,-7.9628,A
-4.9954,-9.7441,4.7539,-4.1461,1.9757,A
-7.8932,1.5782,-7.0862,0.6131,9.4414,A
3.9214,-5.0933,3.2004,-1.0187,-4.6426,A
1.5395,-0.1065,-7.0991,-0.8369,4.3513,B
5.0394,6.5399,8.2007,-4.3572,3.6172,B
4.2901,-2.2621,7.3499,7.1950,-0.7806,A
-8.3288,-8.6140,8.2420,-8.3399,1.5846,A
-3.9894,0.2141,-9.9142,-8.9940,7.4203,B
-5.5924,-9.2350,-7.6612,9.9809,9.3431,A
1.9770,-6.2983,-5.1450,-4.8094,-7.6693,A
-6.3240,-1.1845,-3.1436,8.2050,-7.9662,A
2.5709,8.2573,4.2051,-0.0496,6.8286,B
2.8255,-9.0069,2.6500,6.4662,8.3523,A
-0.3234,-8.2554,8.9947,6.5768,-6.3455,A
-2.6908,-3.0688,-6.9746,7.8226,2.0578,A
7.5774,-0.3863,-7.2122,-9.5768,7.8624,B
2.7141,-7.2092,0.9836,-3.4883,0.1548,B
3.5826,1.1882,7.6710,5.0037,-2.7272,A
-6.9394,1.7198,-6.4998,-2.8970,0.9545,A
9.3706,-4.5973,2.6490,-6.4160,9.6609,B
6.2797,9.6043,-5.7814,1.7405,4.0098,B
-6.9428,0.0781,-0.0117,7.9078,8.0038,A
9.9156,-4.9445,-0.7221,-1.1204,-0.5228,B
8.6838,5.7086,-9.2335,-9.4374,9.9872,B
5.9812,-2.9604,-6.9745,7.0397,-1.8384,A
9.7551,-2.4322,-3.5875,0.4889,4.0424,B
-3.0095,-0.7701,-0.9855,-7.1924,-0.8148,B
-3.1762,9.9048,6.2757,-6.0436,-9.0245,B
-7.4949,8.9835,-5.6990,1.2751,9.0601,B
-5.8051,1.9754,-6.6172,-9.2374,-6.1059,A
3.3078,4.3306,4.9571,6.3942,-1.6326,A
-7.2004,6.9664,6.5175,-7.4386,7.5022,B
-3.3312,7.2892,5.6741,-5.7128,1.3031,B
8.2209,4.2903,0.9829,5.5933,-1.2096,B
2.9417,-3.4163,-5.9271,-7.9204,6.0677,B
-8.6464,-9.7024,6.5086,4.2392,1.1203,A
7.8892,4.4684,3.2519,3.4497,-1.2888,B
-6.8763,4.8317,-0.1299,1.2286,1.9840,A
2.1633,3.6625,-1.3599,-6.6821,-8.8647,B
6.7362,-3.0084,9.2130,-1.6870,4.9547,B
-4.2500,0.2496,-8.7873,7.8251,-4.7134,A
4.0246,3.9407,6.2729,-0.7718,8.4574,B
4.2831,-4.7363,-6.2926,-1.4904,-4.0682,A
8.9590,-1.2191,0.7704,4.3603,-9.2751,A
-5.9900,-1.4208,0.9326,6.7190,-4.6914,A
-1.9080,-7.9488,-9.5531,-9.9181,-8.7866,A
-9.9718,-9.6005,9.0913,6.2153,-9.1960,A
-8.0151,3.2761,5.7137,9.0027,-1.0021,A
-6.4716,-4.3831,-2.8644,-3.4440,-2.0288,A
-5.6399,-0.4209,-6.7313,7.6759,-8.2733,A
8.2660,-5.4658,0.2986,-2.8581,-6.7752,B
-7.7260,-0.8665,-7.9265,0.9686,-0.5924,A
2.1071,-0.6160,-4.4339,-1.0629,9.0528,B
-0.6073,6.7408,5.4999,-2.5084,1.5109,B
-6.3067,6.5197,0.6119,6.7342,8.3519,A
-2.5528,7.6853,-7.2637,3.9680,3.9503,A
-9.0405,0.5641,4.4316,6.4962,-5.1228,A
4.1328,0.9498,-8.7219,2.7645,7.1461,B
2.9642,-5.0943,-7.6678,5.1435,-5.5450,A
6.2789,2.1464,8.6507,-3.1986,-9.8892,B
-5.0550,4.9914,0.0975,-4.6482,8.6401,B
-9.4946,5.0321,2.0691,-0.6155,-6.6128,A
3.5149,-0.3723,-3.6820,-6.2221,-8.1448,B
6.1409,-8.3162,-4.8706,-5.1711,-6.4342,A
0.0174,-9.6595,4.3250,7.1348,1.5451,A
-8.2646,6.1830,-0.6571,9.2757,-6.7855,A
-8.0766,4.8187,5.1341,7.5612,-2.4286,A
-9.0000,1.9876,2.0251,1.1242,8.9077,A
2.0751,-4.4312,4.8120,0.1846,-9.9756,A
8.4988,-0.1407,4.4198,1.6454,-3.3419,B
-0.2009,-3.1482,-0.1955,-6.7167,4.9600,B
-7.8875,5.0805,-7.4183,-0.3872,9.3990,B
6.4512,-0.5204,2.3294,-3.1374,8.1811,B
4.8250,-4.1006,-9.8119,-7.3947,-3.8455,B
-0.2656,4.9157,-0.0863,4.1099,0.5306,A
7.6644,5.9675,-4.5430,7.8649,-5.4633,A
-0.7357,-0.2593,-2.1540,-2.0758,1.8577,B
-0.3842,-1.2866,-0.3202,-7.9504,1.8385,B
0.1951,-2.7680,2.4355,-6.8110,2.1220,B
-4.3227,-2.6328,-7.0794,-7.4430,-9.2685,A
4.2624,9.7890,-2.9750,4.1698,1.3879,B
-5.4087,-4.7891,2.4298,-2.3299,-0.8593,A
2.3699,8.3641,-0.9848,3.1338,4.4870,B
9.5654,2.6959,6.0753,5.5282,6.5191,B
1.0388,4.1558,-0.9620,5.7009,-6.4979,A
-5.5132,-9.0790,4.0847,-4.2361,-7.5639,A
-5.3805,-3.9165,0.9791,-4.9588,5.4422,B
-6.9210,1.2110,-0.5589,6.6613,0.3004,A
-1.8754,4.6934,7.9794,-1.7354,-3.1553,B
8.1376,4.7534,-4.9251,-5.5346,3.6362,B
-6.9812,-8.8006,3.8136,4.1791,-0.0396,A
-5.2651,7.2382,0.7560,2.9609,7.8002,B
6.9089,4.1082,-5.5803,-7.1244,1.4270,B
2.9703,0.6892,4.5222,0.5237,0.3904,B
3.1203,0.3637,1.4383,-4.5170,-2.6290,B
-8.0822,-6.8832,-5.2133,0.6720,-2.7278,A
-1.0940,0.7940,9.3219,8.5001,-4.8556,A
2.6563,-4.2976,4.0054,-3.4834,-8.7141,A
7.1945,1.4093,9.0828,-3.1083,-4.2301,B
-6.2737,-2.8080,8.5212,-3.0093,-9.0255,A
-9.5261,-8.0409,-7.4673,9.5163,-4.6001,A
-4.4612,5.5437,2.4790,3.7535,-8.7947,A
4.4904,3.6550,7.7755,7.7630,-1.3673,A
-1.3257,3.6129,8.0673,-7.7697,2.7995,B
7.7029,9.9942,-3.5782,9.3171,5.4954,B
-2.5700,-4.9798,9.2821,7.0605,3.3371,A
-1.6779,-8.4796,-6.5237,-8.5288,-2.0992,A
-9.2778,-1.8604,-5.4721,-0.1057,8.5931,A
-4.6974,-2.6778,-5.9319,0.4137,4.5633,A
-4.2835,-1.3266,8.2883,-8.0762,1.0176,B
-9.4717,7.6243,-7.8234,8.7436,7.5932,A
2.9910,9.0973,-2.9101,4.3538,-7.7876,A
-2.2358,-9.6721,0.4528,-0.6860,-1.2987,A
-6.5141,6.0738,0.5106,-7.1671,-0.7274,B
-0.2604,9.7099,-7.9270,6.4633,5.0700,A
1.4966,5.6885,4.9426,3.0431,-2.0450,A
-6.2531,-2.6312,-6.8898,-6.6542,5.8291,B
8.1504,1.6741,-6.5088,-9.8348,8.1901,B
0.4196,9.2681,9.8700,-9.3035,-9.7881,B
-9.7693,5.7042,-4.6952,-0.0111,8.4100,A
0.3628,-0.4118,2.5259,-0.7836,-5.7792,A
-6.6072,2.1270,0.6055,7.1842,1.5176,A
-8.1180,8.8486,8.9712,7.4035,0.6420,A
9.0884,-3.9293,9.9720,9.3288,8.1060,B
7.4458,4.6557,5.9112,-9.7180,5.7435,B
2.7816,8.7766,4.8435,-6.4416,-0.0373,B
-7.8108,4.0660,-4.7676,-5.1823,-2.0126,A
-4.1885,-3.7493,8.7542,8.2881,-4.9691,A
9.2384,3.1691,4.9852,4.7423,-7.9919,A
-0.1867,-5.6748,6.9705,-2.4879,-1.0374,A
0.3470,3.6764,0.7415,9.4239,-5.3838,A
1.4957,-9.3176,-7.1242,-6.8290,9.8045,B
-5.1620,4.6746,-6.6282,-7.3355,-6.3299,A
4.5257,-4.8081,-5.0323,-4.2224,6.9620,B
-8.4926,9.9830,6.1428,2.4073,-0.5912,A
0.5184,-7.8858,-9.8684,5.6235,-7.3470,A
-2.9284,-8.1845,3.1124,-6.2426,4.3949,B
-2.9387,2.7179,-3.6546,3.7537,-2.6582,A
0.5635,-0.7978,-4.2675,2.1077,9.9791,B
-3.4647,5.8779,-3.5159,-6.5036,9.7731,B
-5.4356,-8.0823,7.1953,0.3331,-3.5621,A
-9.0025,-0.0500,0.0247,-2.6157,-9.4151,A
3.0659,1.7297,-3.4604,6.1027,-4.2223,A
3.6694,-5.4725,2.4359,9.0125,-0.4552,A
-5.9881,-3.3024,-0.1664,7.1129,-0.4354,A
-5.5448,3.0574,-4.6834,-8.9446,-6.2474,A
-9.9509,3.8584,4.7771,-0.1608,-9.2386,A
-9.9557,4.6321,-3.8748,-3.6784,4.5744,A
-9.4405,-1.9157,2.6398,-1.7660,9.8450,B
9.4357,4.4569,-4.7326,9.0375,3.0106,B
2.2364,-7.0718,9.8588,3.0572,4.1127,A
6.0226,9.1746,0.4924,-4.6881,0.4591,B
-0.3317,-6.0352,-9.1468,2.1119,-4.2137,A
8.0524,-1.2798,6.8491,-2.2462,7.0813,B
9.5099,-2.8695,-4.7659,-4.1538,-5.6584,B
-5.8697,6.7975,-8.0089,-1.2370,1.1425,A
-2.5287,-6.2264,4.5336,-5.3760,6.6940,B
7.9859,-3.5088,-9.3009,-5.2024,-5.7280,B
5.7073,1.4439,9.6006,8.0818,6.6837,B
-0.7562,-6.7620,-5.3902,2.3164,-4.2366,A
-2.7698,8.4589,0.8887,-0.3888,7.3793,B
-8.6368,-2.3173,2.3610,-0.6186,1.6757,A
0.3304,-5.4962,-5.2905,4.2910,3.7682,A
-8.7473,-5.8280,9.3222,9.7654,-5.0077,A
3.5510,1.8049,-2.5053,4.1072,-0.4127,A
5.9396,-1.3316,-3.8058,0.0666,-7.7485,A
-0.0541,2.3905,-6.1199,-9.2859,-1.5196,B
-0.1628,9.8685,5.4131,9.7551,1.5388,A
9.9062,-4.8945,-6.5124,-8.0239,-0.6632,B
5.5597,1.4399,-1.2210,-2.1919,-2.1800,B
-7.1911,4.4444,-4.2241,8.2569,-5.3563,A
3.3061,-3.4581,6.7438,-2.6585,3.6553,B
1.3978,4.3616,9.9147,-6.4305,2.0671,B
-8.3859,9.1251,-1.8936,8.5688,-7.2297,A
9.2578,0.1864,-6.0875,-0.3347,-0.3663,B
7.0068,6.5520,7.1665,7.7232,-6.9582,A
6.3597,6.5838,6.2429,-2.5285,1.6706,B
-3.6490,0.7542,0.1272,-8.3092,-9.9648,A
-0.1350,4.8248,5.3050,4.5442,-5.5547,A
8.2437,1.5169,5.1014,-9.9318,5.9961,B
-0.2899,9.2870,-3.1814,-7.9338,6.9623,B
-1.7050,-0.4598,5.9851,8.3046,-4.7821,A
-4.1635,-1.5111,7.3104,5.0320,9.5939,A
-8.5155,-6.7450,-8.1918,-3.8110,1.0854,A
-4.1614,3.1164,1.5501,-0.9551,0.3115,A
5.7913,-3.2261,6.7732,-4.3383,1.9660,B
-1.9586,5.2099,6.9155,9.6425,1.8115,A
-6.9647,-7.6263,-4.5711,8.2953,-8.5024,A
9.0282,8.1613,-0.4876,9.3730,-3.9355,A
-7.2306,-2.9135,-7.6629,2.4431,7.7968,A
-8.7878,-1.1757,1.1570,-6.3750,6.3975,B
3.6013,-6.9272,-6.3315,-6.6941,8.1536,B
-6.9733,5.3530,-3.0013,-3.0112,8.3890,B
5.0796,3.5246,-2.7121,9.7451,-2.9260,A
-9.9610,-8.6805,9.8333,3.0688,-4.7753,A
-1.5172,6.8598,5.0193,-3.8753,7.9479,B
1.6846,6.7961,9.8710,3.4967,-5.1454,A
4.2624,-3.5066,2.3653,-2.6782,6.9801,B
-4.7040,5.8127,1.3645,9.7001,4.2240,A
4.2863,-2.2859,7.4839,8.7163,0.6708,A
6.0972,4.9484,2.3550,-7.5873,-7.0023,B
-4.1340,-0.6592,-2.5631,8.2099,-4.3223,A
-4.0049,-4.1352,-0.4998,-7.2962,1.3359,B
5.9719,1.5759,-7.9944,-7.0695,1.6329,B
7.3582,-0.7368,1.2163,-5.7324,1.2052,B
-6.8247,4.9142,-4.2850,7.8818,-6.3680,A
6.7569,4.5813,-5.8170,-9.6474,3.0137,B
-4.5957,7.2818,6.3293,2.7087,-2.0171,A
-1.0609,1.5240,-2.0615,1.8379,-6.8984,A
3.8955,6.0632,-6.3624,0.0913,8.3531,B
-0.4727,5.6766,-3.9834,9.3500,7.0970,A
-0.4246,-5.9533,-0.5315,-5.2186,4.7546,B
8.9607,-8.2058,4.0122,3.0397,1.4993,B
3.9481,1.7044,3.2688,1.8842,-2.4602,B
5.3171,1.3631,-4.0931,5.5910,4.5553,B
-6.7824,8.5259,-9.9265,-1.6896,9.5386,B
1.1406,4.5442,8.9691,2.2690,5.4624,B
-4.1963,4.5556,3.7481,-8.6385,9.1390,B
-6.2549,8.5988,-4.5763,-2.8760,8.7380,B
8.7254,8.0206,3.1068,-1.4838,-2.4958,B
4.7261,8.7706,-0.3272,-0.5938,3.1633,B
-0.4791,-0.3974,3.4104,-2.7063,-9.1663,A
2.2774,-3.4999,2.9870,5.1474,2.1328,A
1.6842,-9.6289,-1.7477,-0.5832,2.0382,A
-4.5734,5.0041,-4.7940,5.6927,-5.7270,A
-0.3126,-9.9063,-9.2376,-2.7812,-0.2939,A
2.2645,-3.5407,6.2349,3.3037,-1.8431,A
-8.9964,-3.2791,9.7917,-6.7937,-1.0613,A
-7.3292,1.7101,9.1214,8.4613,-3.2304,A
-0.2128,-9.1511,-6.8819,6.8749,-8.9430,A
-0.6236,-0.0526,-3.4224,-2.3636,9.8220,B
8.2056,-1.3951,-5.3012,2.2952,4.7773,B
-1.3200,4.4546,6.0334,5.5522,6.7657,B
0.2642,-6.7584,9.9030,8.0444,5.8717,A
-7.4320,1.0140,-2.4266,-0.3767,1.9704,A
-4.6434,2.1353,-8.2655,7.8039,4.4900,A
9.6427,-5.5175,6.6870,-8.2276,1.4957,B
9.1725,-1.2133,-2.4837,-9.6510,3.1627,B
-5.1143,3.1313,-4.9136,-1.1847,-2.0598,A
-5.5440,8.5021,5.3641,0.9039,-4.8306,A
-9.5780,-0.8020,-7.9716,-9.8033,-9.8040,A
5.7827,3.9549,-1.1133,0.2876,-2.0439,B
1.7637,-4.6529,-7.4782,-4.5625,9.7366,B
-6.2539,-8.9349,-1.9886,7.0608,-3.8469,A
3.4665,1.9134,5.8262,1.4906,-2.8615,B
-7.5987,-1.2684,8.9676,-6.8468,-7.7340,A
6.3681,-5.1504,1.7147,0.6869,-5.9288,A
-6.6393,6.0767,-5.2545,0.6413,-3.2033,A
-8.3725,9.3133,-1.8906,2.8111,-0.4543,A
8.7944,-9.5784,-9.2349,-9.2582,6.8869,B
0.5932,5.3844,-9.3279,4.4099,5.3320,B
-0.6247,-4.3519,-0.8528,5.2965,-6.7330,A
-2.6473,-9.4108,2.0441,-7.1271,-0.0026,A
6.2322,-3.0072,-3.9524,3.5258,-2.0103,A
3.1628,-1.1731,-2.5396,-4.7064,4.0273,B
2.4913,-2.2076,-5.2253,0.0619,6.9053,B
-5.2177,-3.1764,-3.0598,5.5115,8.3159,A
6.3922,5.5848,-1.5169,3.8896,-6.0773,A
5.8308,-0.7434,-0.9911,6.7546,-4.8734,A
1.0500,9.2727,0.4166,6.4101,-9.2725,A
7.2374,-1.0960,-5.5957,6.0257,-3.5325,A
-6.9733,-4.0813,2.3448,-6.3725,1.5652,A
6.6348,-2.0916,9.4980,5.9636,0.7387,A
0.9575,8.3646,-2.9221,4.8974,1.1810,A
-6.0600,-1.0157,-7.0646,-5.2746,5.5940,B
1.1934,-1.1510,-8.1418,-3.9615,-9.6047,A
-5.8157,-7.8762,-8.4653,6.2857,8.1996,A
-3.5341,7.6693,-7.6483,1.4837,9.8410,B
-4.9285,-7.4607,0.6814,5.0047,6.5679,A
-2.1683,6.8325,-4.1854,-1.6796,8.9586,B
3.6747,-4.5712,9.2788,0.8220,-7.0309,A
7.9134,-3.7909,2.8014,-5.8505,2.6558,B
-7.1546,-7.9293,6.3910,7.7337,4.8900,A
-3.3703,8.8979,-6.1912,-8.2275,2.3231,B
0.5042,9.3821,1.0903,-0.5642,2.2059,B
1.8550,8.8503,4.5214,4.3071,-0.1824,B
3.7651,5.2084,7.4874,6.4134,-5.6442,A
5.6170,-0.0878,-7.9489,-0.8325,1.9667,B
-6.3558,7.7490,-3.0948,6.2697,-0.6470,A
2.6073,-9.6796,1.6348,-2.1344,0.1624,A
-3.1462,-5.0790,-3.3972,-9.4946,-5.7536,A
8.8836,2.3020,-8.1729,-7.3309,6.6730,B
6.5944,-6.2273,1.4998,-6.0858,-2.7670,B
6.1822,0.4671,-2.7591,-5.2360,7.8453,B
3.8407,-7.7075,8.9250,-0.6361,-2.3340,A
9.3087,-6.9314,-9.7261,-8.1150,-2.6111,B
-7.7296,8.6449,8.1412,7.5872,-2.1333,A
-3.6451,-7.3483,0.9948,-4.3334,9.8811,B
8.4319,1.2788,0.4910,0.1205,-8.6495,B
